20,7;24,7;48,3;16.06.2018 00:00:03
20,2;24,7;48,3;16.06.2018 00:20:03
19,7;24,8;48,9;16.06.2018 00:40:03
19,7;24,7;48,9;16.06.2018 01:00:03
19,4;24,6;48,3;16.06.2018 01:20:03
19,5;24,6;48,9;16.06.2018 01:40:03
19,2;24,6;48,3;16.06.2018 02:00:03
18,6;24,6;45,6;16.06.2018 02:20:03
18,8;24,4;45,1;16.06.2018 02:40:03
18,3;24,2;45,1;16.06.2018 03:00:03
17,8;24,2;45,6;16.06.2018 03:20:03
17,2;24,2;45,1;16.06.2018 03:40:03
17,6;24,2;45,1;16.06.2018 04:00:03
17,4;24,2;48,9;16.06.2018 04:20:03
17,2;24,4;46,2;16.06.2018 04:40:03
16,9;24,2;46,2;16.06.2018 05:00:03
16,8;24,1;45,1;16.06.2018 05:20:04
16,4;24,1;45,1;16.06.2018 05:40:03
16,6;24,1;48,3;16.06.2018 06:00:03
16,9;24,1;46,7;16.06.2018 06:20:03
17,2;24,0;45,6;16.06.2018 06:40:04
17,3;23,9;45,1;16.06.2018 07:00:03
17,6;23,9;45,1;16.06.2018 07:20:03
17,8;23,9;45,6;16.06.2018 07:40:03
18,1;23,8;45,1;16.06.2018 08:00:03
18,2;23,9;45,1;16.06.2018 08:20:03
18,7;23,9;45,1;16.06.2018 08:40:03
19,1;23,9;45,1;16.06.2018 09:00:03
19,4;23,6;45,1;16.06.2018 09:20:03
19,8;23,8;45,1;16.06.2018 09:40:03
20,5;23,9;45,1;16.06.2018 10:00:03
20,7;24,0;45,1;16.06.2018 10:20:03
21,0;24,1;45,6;16.06.2018 10:40:03
21,1;24,2;45,1;16.06.2018 11:00:03
21,4;24,2;45,1;16.06.2018 11:20:03
21,7;24,2;45,1;16.06.2018 11:40:04
22,4;24,2;45,6;16.06.2018 12:00:03
22,8;24,4;45,1;16.06.2018 12:20:04
24,1;24,4;47,8;16.06.2018 12:40:03
26,1;24,8;48,9;16.06.2018 13:00:03
28,4;25,0;48,3;16.06.2018 13:20:03
28,2;25,1;48,9;16.06.2018 13:40:03
29,3;25,2;49,4;16.06.2018 14:00:03
30,9;25,2;49,4;16.06.2018 14:20:03
41,8;25,1;48,9;16.06.2018 14:40:03
43,1;25,2;48,9;16.06.2018 15:00:03
41,2;25,4;49,4;16.06.2018 15:20:03
39,6;25,3;46,7;16.06.2018 15:40:03
49,2;25,3;46,2;16.06.2018 16:00:03
52,4;25,3;46,7;16.06.2018 16:20:03
52,4;25,6;46,7;16.06.2018 16:40:03
54,2;25,6;49,4;16.06.2018 17:00:03
52,1;25,9;49,9;16.06.2018 17:20:03
52,0;26,2;50,5;16.06.2018 17:40:03
41,7;26,3;50,5;16.06.2018 18:00:03
35,3;26,4;50,5;16.06.2018 18:20:03
33,3;25,9;49,4;16.06.2018 18:40:03
31,2;25,9;50,5;16.06.2018 19:00:03
30,4;25,8;49,4;16.06.2018 19:20:03
29,3;25,7;49,9;16.06.2018 19:40:04
28,7;25,7;49,9;16.06.2018 20:00:03
28,6;25,6;46,2;16.06.2018 20:20:03
27,9;25,3;46,2;16.06.2018 20:40:03
27,2;25,2;49,4;16.06.2018 21:00:03
25,8;25,3;49,4;16.06.2018 21:20:03
24,7;25,4;49,4;16.06.2018 21:40:03
24,3;25,4;49,9;16.06.2018 22:00:03
24,9;25,4;49,4;16.06.2018 22:20:03
24,2;25,4;48,9;16.06.2018 22:40:03
23,6;25,4;49,4;16.06.2018 23:00:03
23,4;25,4;49,9;16.06.2018 23:20:03
22,8;25,2;49,9;16.06.2018 23:40:03
