19,3;24,1;48,3;10.06.2018 00:00:03
19,4;24,2;48,3;10.06.2018 00:20:03
19,1;24,3;47,8;10.06.2018 00:40:03
19,1;24,0;48,3;10.06.2018 01:00:03
19,1;24,0;47,8;10.06.2018 01:20:03
19,6;24,3;47,8;10.06.2018 01:40:03
18,9;24,0;45,1;10.06.2018 02:00:03
18,8;23,7;45,1;10.06.2018 02:20:03
19,0;23,8;44,5;10.06.2018 02:40:03
19,0;23,8;45,1;10.06.2018 03:00:03
18,9;23,9;45,1;10.06.2018 03:20:03
18,9;23,9;45,1;10.06.2018 03:40:03
18,7;23,6;44,5;10.06.2018 04:00:03
18,6;23,6;44,5;10.06.2018 04:20:03
18,2;23,4;44,5;10.06.2018 04:40:04
18,4;23,4;44,0;10.06.2018 05:00:03
18,2;23,6;45,1;10.06.2018 05:20:03
18,5;22,6;43,5;10.06.2018 05:40:03
18,5;22,5;43,5;10.06.2018 06:00:03
18,7;22,8;44,0;10.06.2018 06:20:03
18,7;22,6;43,5;10.06.2018 06:40:03
18,7;22,9;44,0;10.06.2018 07:00:04
18,9;23,0;44,0;10.06.2018 07:20:03
19,1;22,9;48,3;10.06.2018 07:40:03
19,2;22,9;47,8;10.06.2018 08:00:03
19,1;23,1;47,8;10.06.2018 08:20:04
19,3;23,2;48,3;10.06.2018 08:40:03
19,8;23,8;48,9;10.06.2018 09:00:03
19,9;24,2;48,3;10.06.2018 09:20:03
20,2;24,4;49,4;10.06.2018 09:40:03
20,3;24,5;49,4;10.06.2018 10:00:03
20,6;24,6;46,2;10.06.2018 10:20:03
20,8;24,4;45,6;10.06.2018 10:40:03
21,0;24,4;46,2;10.06.2018 11:00:03
21,2;24,3;45,1;10.06.2018 11:20:03
21,8;24,4;45,6;10.06.2018 11:40:03
22,4;24,4;45,1;10.06.2018 12:00:03
22,7;24,4;45,6;10.06.2018 12:20:03
23,1;24,4;45,1;10.06.2018 12:40:03
23,2;24,4;45,6;10.06.2018 13:00:03
23,3;24,5;45,6;10.06.2018 13:20:03
23,3;24,4;45,1;10.06.2018 13:40:03
21,7;24,5;46,2;10.06.2018 14:00:03
22,3;24,5;45,6;10.06.2018 14:20:03
22,7;24,4;46,2;10.06.2018 14:40:04
22,4;24,4;45,1;10.06.2018 15:00:03
23,2;24,5;45,6;10.06.2018 15:20:03
23,5;24,8;45,6;10.06.2018 15:40:03
24,9;25,1;46,2;10.06.2018 16:00:03
28,6;25,1;46,2;10.06.2018 16:20:03
31,0;24,9;46,2;10.06.2018 16:40:03
32,9;24,9;46,2;10.06.2018 17:00:03
37,1;25,0;46,2;10.06.2018 17:20:03
30,6;24,9;46,2;10.06.2018 17:40:03
34,0;25,1;46,2;10.06.2018 18:00:03
30,9;25,1;48,9;10.06.2018 18:20:03
29,6;25,2;48,9;10.06.2018 18:40:03
29,2;25,3;49,4;10.06.2018 19:00:03
28,8;25,4;49,4;10.06.2018 19:20:03
28,2;25,5;49,4;10.06.2018 19:40:03
27,6;25,5;49,9;10.06.2018 20:00:03
26,9;25,7;49,4;10.06.2018 20:20:03
26,1;25,6;49,9;10.06.2018 20:40:03
24,8;25,4;49,4;10.06.2018 21:00:03
25,1;25,3;49,4;10.06.2018 21:20:03
24,6;25,5;49,4;10.06.2018 21:40:03
24,3;25,6;49,9;10.06.2018 22:00:03
23,6;25,5;49,4;10.06.2018 22:20:03
23,6;25,4;49,4;10.06.2018 22:40:03
23,1;25,4;49,4;10.06.2018 23:00:03
23,1;25,4;49,4;10.06.2018 23:20:03
22,4;25,4;49,4;10.06.2018 23:40:03
