24,5;25,6;49,4;21.06.2018 00:00:03
23,9;25,6;49,4;21.06.2018 00:20:03
23,6;25,6;49,4;21.06.2018 00:40:03
23,2;25,5;49,4;21.06.2018 01:00:03
23,0;25,5;47,2;21.06.2018 01:20:03
22,6;25,2;46,2;21.06.2018 01:40:03
22,5;25,1;46,2;21.06.2018 02:00:03
22,3;25,1;46,2;21.06.2018 02:20:03
22,2;24,9;46,2;21.06.2018 02:40:03
22,1;24,9;45,6;21.06.2018 03:00:04
22,0;24,9;46,2;21.06.2018 03:20:03
21,6;24,8;45,6;21.06.2018 03:40:03
21,8;24,8;45,6;21.06.2018 04:00:03
21,2;24,8;46,2;21.06.2018 04:20:03
20,9;24,8;45,1;21.06.2018 04:40:03
20,8;24,8;45,1;21.06.2018 05:00:03
20,5;24,8;45,6;21.06.2018 05:20:03
21,0;24,8;45,6;21.06.2018 05:40:03
20,8;24,8;45,6;21.06.2018 06:00:03
20,9;24,6;45,1;21.06.2018 06:20:03
21,1;23,6;44,5;21.06.2018 06:40:03
20,8;23,4;44,0;21.06.2018 07:00:03
21,6;24,2;45,1;21.06.2018 07:20:03
21,9;24,4;45,1;21.06.2018 07:40:03
21,9;24,4;45,1;21.06.2018 08:00:03
22,5;24,6;45,1;21.06.2018 08:20:03
22,6;24,6;45,1;21.06.2018 08:40:04
23,0;24,6;45,6;21.06.2018 09:00:03
23,2;24,6;45,1;21.06.2018 09:20:03
23,3;24,6;45,1;21.06.2018 09:40:03
23,6;24,6;45,6;21.06.2018 10:00:03
24,1;24,7;45,6;21.06.2018 10:20:03
24,6;24,8;45,6;21.06.2018 10:40:03
24,6;24,8;46,2;21.06.2018 11:00:03
24,9;24,8;45,1;21.06.2018 11:20:04
25,2;24,8;45,1;21.06.2018 11:40:03
25,6;24,8;45,1;21.06.2018 12:00:03
26,1;24,9;45,6;21.06.2018 12:20:03
26,1;24,9;46,2;21.06.2018 12:40:03
26,4;24,9;46,2;21.06.2018 13:00:03
26,8;24,9;46,2;21.06.2018 13:20:04
27,6;24,9;45,1;21.06.2018 13:40:03
28,2;25,0;45,6;21.06.2018 14:00:03
29,4;25,0;45,6;21.06.2018 14:20:03
30,8;25,0;45,6;21.06.2018 14:40:03
31,2;25,0;46,2;21.06.2018 15:00:03
32,1;25,0;45,6;21.06.2018 15:20:03
31,5;25,0;45,6;21.06.2018 15:40:03
32,0;25,0;45,6;21.06.2018 16:00:03
32,0;25,1;46,2;21.06.2018 16:20:03
33,7;25,1;46,2;21.06.2018 16:40:03
36,1;25,1;45,6;21.06.2018 17:00:03
36,9;25,1;46,2;21.06.2018 17:20:03
36,1;25,1;46,2;21.06.2018 17:40:03
36,1;25,2;48,9;21.06.2018 18:00:03
32,6;25,2;46,2;21.06.2018 18:20:03
31,4;25,8;46,2;21.06.2018 18:40:03
29,6;25,6;45,1;21.06.2018 19:00:04
28,6;25,4;49,4;21.06.2018 19:20:03
27,7;25,4;49,4;21.06.2018 19:40:03
26,9;25,6;49,4;21.06.2018 20:00:03
26,4;25,8;49,4;21.06.2018 20:20:03
25,8;25,8;49,4;21.06.2018 20:40:03
24,7;25,8;49,4;21.06.2018 21:00:03
24,4;25,8;49,4;21.06.2018 21:20:03
23,9;25,8;49,4;21.06.2018 21:40:03
23,7;25,8;49,4;21.06.2018 22:00:03
24,1;25,7;49,4;21.06.2018 22:20:03
23,9;25,7;49,4;21.06.2018 22:40:03
23,4;25,7;49,4;21.06.2018 23:00:03
22,8;25,7;47,2;21.06.2018 23:20:03
22,4;25,4;46,2;21.06.2018 23:40:03
