22,8;24,3;48,3;28.05.2018 00:00:03
22,6;24,4;48,3;28.05.2018 00:20:03
19,6;24,4;48,3;28.05.2018 00:40:03
19,3;24,4;48,3;28.05.2018 01:00:03
17,6;24,2;48,3;28.05.2018 01:20:03
17,2;24,2;48,3;28.05.2018 01:40:03
18,4;24,1;45,1;28.05.2018 02:00:03
18,1;24,2;45,1;28.05.2018 02:20:03
18,4;23,8;45,1;28.05.2018 02:40:03
18,5;23,7;45,1;28.05.2018 03:00:03
18,4;23,6;44,5;28.05.2018 03:20:03
18,2;23,6;47,8;28.05.2018 03:40:03
18,4;23,6;48,3;28.05.2018 04:00:03
17,9;23,6;45,1;28.05.2018 04:20:03
17,9;23,6;45,1;28.05.2018 04:40:03
17,6;23,6;45,1;28.05.2018 05:00:03
17,4;23,6;44,0;28.05.2018 05:20:03
17,6;23,6;45,1;28.05.2018 05:40:03
18,0;23,6;45,1;28.05.2018 06:00:04
18,1;23,6;44,5;28.05.2018 06:20:03
18,2;23,6;47,2;28.05.2018 06:40:04
18,4;23,6;45,1;28.05.2018 07:00:03
18,5;22,9;44,0;28.05.2018 07:20:03
18,6;23,4;44,5;28.05.2018 07:40:03
18,8;23,5;45,1;28.05.2018 08:00:04
19,1;23,5;42,9;28.05.2018 08:20:03
19,3;23,4;42,9;28.05.2018 08:40:03
19,4;23,4;42,9;28.05.2018 09:00:03
19,8;23,4;42,9;28.05.2018 09:20:03
20,1;23,4;42,9;28.05.2018 09:40:03
20,4;23,4;42,9;28.05.2018 10:00:03
20,8;23,4;43,5;28.05.2018 10:20:03
21,0;23,4;42,9;28.05.2018 10:40:03
21,4;23,4;44,0;28.05.2018 11:00:03
21,8;23,4;43,5;28.05.2018 11:20:03
22,3;23,4;42,9;28.05.2018 11:40:04
23,1;23,4;43,5;28.05.2018 12:00:03
23,8;23,5;42,9;28.05.2018 12:20:03
24,2;23,4;42,9;28.05.2018 12:40:03
24,4;23,4;43,5;28.05.2018 13:00:03
24,4;23,5;42,9;28.05.2018 13:20:03
24,7;23,5;43,5;28.05.2018 13:40:03
26,4;23,6;43,5;28.05.2018 14:00:03
28,2;23,6;43,5;28.05.2018 14:20:03
29,9;23,7;42,9;28.05.2018 14:40:03
31,0;23,7;44,0;28.05.2018 15:00:03
30,1;23,7;42,9;28.05.2018 15:20:03
32,2;23,8;43,5;28.05.2018 15:40:03
32,9;23,8;43,5;28.05.2018 16:00:03
34,3;23,8;44,0;28.05.2018 16:20:03
35,9;23,8;45,1;28.05.2018 16:40:03
37,7;23,8;45,1;28.05.2018 17:00:03
36,8;23,8;45,1;28.05.2018 17:20:03
39,2;24,0;45,1;28.05.2018 17:40:03
39,3;25,2;45,6;28.05.2018 18:00:03
33,7;25,3;46,2;28.05.2018 18:20:03
31,9;25,8;46,2;28.05.2018 18:40:03
31,0;25,8;49,9;28.05.2018 19:00:03
30,1;25,2;49,4;28.05.2018 19:20:03
29,4;25,1;49,4;28.05.2018 19:40:03
28,8;25,1;49,4;28.05.2018 20:00:03
27,9;25,0;48,9;28.05.2018 20:20:03
27,2;25,1;49,4;28.05.2018 20:40:03
25,8;24,9;49,9;28.05.2018 21:00:03
26,4;24,9;49,4;28.05.2018 21:20:03
26,1;24,9;49,4;28.05.2018 21:40:03
25,5;25,0;49,4;28.05.2018 22:00:03
25,1;24,9;49,4;28.05.2018 22:20:03
24,6;25,0;48,3;28.05.2018 22:40:03
23,8;24,9;48,3;28.05.2018 23:00:03
23,2;24,9;46,2;28.05.2018 23:20:03
22,2;24,8;45,6;28.05.2018 23:40:03
